lemma,level,source
characterisation,C1,octanove
characterise,B1,cefrj
characteristic,B1,cefrj
characterization,C1,octanove
characterize,B1,cefrj
charge,B1,cefrj
chariot,B1,cefrj
charity,B1,cefrj
charm,B1,cefrj
charming,B2,cefrj
chart,A2,cefrj
charter,C1,octanove
chase,B1,cefrj
chat,A2,cefrj
chauffer,C1,octanove
cheap,A2,cefrj
cheat,B2,cefrj
check,A1,cefrj
check-in,B1,cefrj
checkout,B1,cefrj
checkpoint,B2,cefrj
cheek,A2,cefrj
cheeky,B2,cefrj
cheer,A2,cefrj
cheerful,B1,cefrj
cheerfully,B2,cefrj
cheerfulness,B2,cefrj
cheese,A1,cefrj
chef,A2,cefrj
chemical,A2,cefrj
chemist,B1,cefrj
chemistry,B1,cefrj
chemotherapy,B2,cefrj
cheque,A2,cefrj
cherish,B1,cefrj
cherished,B2,cefrj
cherry,B2,cefrj
chess,A2,cefrj
chest,A2,cefrj
chew,B2,cefrj
chicken,A1,cefrj
chief,B1,cefrj
child,A1,cefrj
childhood,A2,cefrj
childish,B2,cefrj
chili,A2,cefrj
chill,C1,octanove
chilli,A2,cefrj
chilly,C1,octanove
chimney,B2,cefrj
chimpanzee,A2,cefrj
chin,A2,cefrj
chip,B2,cefrj
chirp,A2,cefrj
chisel,C1,octanove
chiselled,C1,octanove
chocolate,A1,cefrj
choice,A2,cefrj
choir,B1,cefrj
choke,B1,cefrj
choose,A1,cefrj
chop,B2,cefrj
choreographical,C2,octanove
choreography,C2,octanove
christian,B1,cefrj
chronological,B1,cefrj
chronologically,C2,octanove
chronology,C2,octanove
chrysalis,C2,octanove
chuckle,B1,cefrj
chunk,B2,cefrj
church,A1,cefrj
churn,C1,octanove
cigarette,A2,cefrj
cinema,A1,cefrj
cinematographer,C2,octanove
cinematography,C2,octanove
circle,A1,cefrj
circuit,B2,cefrj
circuitry,B2,cefrj
circular,B1,cefrj
circulate,C1,octanove
circulation,C1,octanove
circumnavigate,C2,octanove
circumnavigation,C2,octanove
circumstance,B2,cefrj
circus,B1,cefrj
citation,C1,octanove
cite,C1,octanove
citizen,A2,cefrj
citizenship,B1,cefrj
city,A1,cefrj
citywide,B2,cefrj
civil,B1,cefrj
civilisation,B1,cefrj
civilization,B1,cefrj
claim,A2,cefrj
clam,B2,cefrj
clammy,C1,octanove
clan,C1,octanove
clap,B2,cefrj
clarify,B2,cefrj
class,A1,cefrj
classic,A2,cefrj
classical,B1,cefrj
classification,B2,cefrj
classify,B1,cefrj
classmate,A1,cefrj
classroom,A1,cefrj
classy,C1,octanove
clause,B2,cefrj
claustrophobia,C1,octanove
claustrophobic,C1,octanove
clean,A1,cefrj
cleaner,A2,cefrj
cleanly,C1,octanove
clear,A2,cefrj
clearly,A2,cefrj
clearness,B2,cefrj
clench,C1,octanove
clerical,B2,cefrj
clerk,A2,cefrj
clever,A1,cefrj
cleverness,C1,octanove
click,A2,cefrj
client,B2,cefrj
cliff,B1,cefrj
climactic,C1,octanove
climate,B1,cefrj
climax,C1,octanove
climb,A1,cefrj
climber,B1,cefrj
climbing,A2,cefrj
clinch,C2,octanove
clinic,B1,cefrj
clinical,C1,octanove
clip,B1,cefrj
cloak,C1,octanove
clock,A1,cefrj
clog,B2,cefrj
cloister,C2,octanove
cloistered,C2,octanove
clone,A2,cefrj
close,A1,cefrj
closed,A1,cefrj
closely,B1,cefrj
closeness,C1,octanove
closure,B2,cefrj
cloth,A1,cefrj
clothes,A1,cefrj
clothing,B2,cefrj
cloud,A1,cefrj
cloudy,A1,cefrj
clown,A2,cefrj
club,A1,cefrj
clue,A2,cefrj
clumsy,B2,cefrj
clutch,C1,octanove
clutter,C1,octanove
coach,A1,cefrj
coaching,B2,cefrj
coal,B1,cefrj
coalition,B2,cefrj
coarse,B2,cefrj
coast,A2,cefrj
coastal,B1,cefrj
coastline,B2,cefrj
coat,A1,cefrj
coax,C2,octanove
cocktail,B2,cefrj
cocoa,B2,cefrj
coconut,B2,cefrj
cocoon,C2,octanove
cod,B1,cefrj
code,A1,cefrj
coffee,A1,cefrj
coffin,B1,cefrj
cogent,C2,octanove
cogently,C2,octanove
cognitive,C2,octanove
coherence,B2,cefrj
coherent,B2,cefrj
coin,A2,cefrj
coincide,B2,cefrj
coincidence,B2,cefrj
coke,A1,cefrj
cola,A2,cefrj
cold,A1,cefrj
collaborate,C1,octanove
collaboration,C1,octanove
collaborative,C1,octanove
collaborator,C1,octanove
collapse,B1,cefrj
collar,B1,cefrj
colleague,B2,cefrj
collect,A1,cefrj
collection,A1,cefrj
collector,B2,cefrj
college,A1,cefrj
collide,C2,octanove
collider,C2,octanove
collocation,B2,cefrj
colloquial,C2,octanove
colloquially,C2,octanove
colloquium,C2,octanove
colon,B2,cefrj
colonial,B2,cefrj
color,A1,cefrj
colorful,A2,cefrj
colour,A1,cefrj
colourful,A2,cefrj
column,A2,cefrj
columnist,B1,cefrj
coma,B2,cefrj
comb,A2,cefrj
combination,B1,cefrj
combine,B1,cefrj
combustion,C2,octanove
come,A1,cefrj
comedian,B1,cefrj
comedy,B1,cefrj
comet,B1,cefrj
comfort,B1,cefrj
comfortable,A2,cefrj
comfortably,B2,cefrj
comic,A2,cefrj
comma,B1,cefrj
command,B1,cefrj
commander,B2,cefrj
commemorate,B2,cefrj
commend,C1,octanove
commendation,C1,octanove
commensurate,C2,octanove
commensurately,C2,octanove
comment,B1,cefrj
commerce,B2,cefrj
commercial,B1,cefrj
commercially,C1,octanove
commission,B2,cefrj
commit,B1,cefrj
commitment,A2,cefrj
committee,A2,cefrj
commode,C2,octanove
commodity,C2,octanove
common,A2,cefrj
commonly,B1,cefrj
commonwealth,B2,cefrj
communicate,A2,cefrj
communication,A2,cefrj
communicative,B2,cefrj
community,B2,cefrj
commute,B2,cefrj
companion,B1,cefrj
company,A2,cefrj
comparative,A2,cefrj
compare,A2,cefrj
comparison,B1,cefrj
compassion,B2,cefrj
compassionate,B2,cefrj
compatible,B2,cefrj
compel,C1,octanove
compellingly,C2,octanove
compensate,B2,cefrj
compensation,B2,cefrj
compete,B1,cefrj
competence,B2,cefrj
competent,B2,cefrj
competition,A2,cefrj
competitive,B1,cefrj
competitor,B1,cefrj
compile,B2,cefrj
complain,A2,cefrj
complaint,A2,cefrj
complement,B1,cefrj
complementary,C1,octanove
complete,A2,cefrj
completely,B1,cefrj
completion,B2,cefrj
complex,B1,cefrj
complexion,B2,cefrj
complexity,B2,cefrj
compliance,C1,octanove
compliant,C1,octanove
compliantly,C1,octanove
complicate,B1,cefrj
complicated,B1,cefrj
compliment,B1,cefrj
complimentary,C1,octanove
comply,C1,octanove
component,B2,cefrj
compose,B1,cefrj
composer,A2,cefrj
composition,B1,cefrj
compound,B1,cefrj
comprehension,B2,cefrj
comprehensive,B2,cefrj
compress,B2,cefrj
compression,B2,cefrj
comprise,C1,octanove
compromise,B1,cefrj
compromised,C1,octanove
compulsion,C1,octanove
compulsory,B2,cefrj
compute,B2,cefrj
computer,A1,cefrj
computerise,C2,octanove
computerize,C2,octanove
con,C1,octanove
conceal,B2,cefrj
concede,B2,cefrj
conceit,B2,cefrj
conceivable,B2,cefrj
conceive,B2,cefrj
concentrate,A2,cefrj
concentration,B1,cefrj
concept,B1,cefrj
conception,B2,cefrj
concern,A2,cefrj
concerned,B1,cefrj
concerning,B2,cefrj
concert,A1,cefrj
concerto,C1,octanove
concession,B2,cefrj
conciliation,C2,octanove
conciliatory,C2,octanove
conclude,B1,cefrj
conclusion,B1,cefrj
concrete,B2,cefrj
concur,C1,octanove
concurrence,C2,octanove
condemn,B2,cefrj
condensation,C2,octanove
condition,A2,cefrj
conditional,C1,octanove
conditionally,C1,octanove
condone,C2,octanove
conduct,B1,cefrj
conductor,B2,cefrj
conduit,C2,octanove
cone,B2,cefrj
confabulate,C2,octanove
confabulation,C2,octanove
confection,C2,octanove
conference,B2,cefrj
conferencing,B2,cefrj
confess,B2,cefrj
confession,B2,cefrj
confide,C1,octanove
confidence,B1,cefrj
confident,A2,cefrj
confidently,B2,cefrj
confine,B2,cefrj
confinement,C1,octanove
confirm,B1,cefrj
confirmation,B1,cefrj
conflict,B1,cefrj
conform,C1,octanove
conformity,C1,octanove
confront,B2,cefrj
confrontational,C2,octanove
confrontationally,C2,octanove
confuse,A2,cefrj
confused,A2,cefrj
confusing,B1,cefrj
confusion,B1,cefrj
conglomerate,C2,octanove
congratulate,B1,cefrj
congregate,C1,octanove
conjecture,C2,octanove
conjunction,B2,cefrj
conjure,C1,octanove
connect,B1,cefrj
connection,B1,cefrj
connexion,B1,cefrj
connoisseur,C1,octanove
connotation,C2,octanove
connote,C2,octanove
conquer,B1,cefrj
conquest,B2,cefrj
conscience,B2,cefrj
conscientious,C1,octanove
conscientiously,C1,octanove
conscious,B1,cefrj
consciousness,B2,cefrj
consensus,B2,cefrj
consent,B2,cefrj
consequence,A2,cefrj
consequently,B1,cefrj
conservation,B1,cefrj
conservative,B1,cefrj
conservatory,C1,octanove
conserve,C1,octanove
consider,A2,cefrj
considerable,B1,cefrj
considerably,B2,cefrj
consideration,B1,cefrj
considering,B2,cefrj
consign,C2,octanove
consignment,C2,octanove
consist,A2,cefrj
consistent,B2,cefrj
consolation,B2,cefrj
console,B2,cefrj
consonant,B1,cefrj
constant,B2,cefrj
constantly,B1,cefrj
consternation,C2,octanove
constitute,B1,cefrj
constitution,B1,cefrj
constrained,C2,octanove
constraint,C1,octanove
construct,B1,cefrj
construction,B1,cefrj
consult,B2,cefrj
consultancy,C1,octanove
consultant,B2,cefrj
consultation,C1,octanove
consume,B1,cefrj
consumer,B1,cefrj
consumption,B1,cefrj
contact,A2,cefrj
contagion,C2,octanove
contain,B1,cefrj
container,A2,cefrj
contaminate,B2,cefrj
contemporary,B2,cefrj
contempt,B2,cefrj
contemptuous,C2,octanove
contemptuously,C2,octanove
content,B1,cefrj
contest,A1,cefrj
contested,C1,octanove
context,A2,cefrj
contextual,C1,octanove
contextually,C1,octanove
continent,A2,cefrj
continual,B1,cefrj
continually,B1,cefrj
continue,A2,cefrj
continuity,C1,octanove
continuous,B1,cefrj
continuously,B1,cefrj
contract,B2,cefrj
contractor,C1,octanove
contractual,C2,octanove
contractually,C2,octanove
contradict,B2,cefrj
contradiction,B2,cefrj
contradictory,B2,cefrj
contraption,C2,octanove
contrary,B1,cefrj
contrast,A2,cefrj
contribute,B1,cefrj
contribution,B1,cefrj
contrive,C2,octanove
control,A2,cefrj
controversial,B1,cefrj
controversy,B2,cefrj
convenience,A2,cefrj
convenient,A2,cefrj
conveniently,B2,cefrj
convention,B2,cefrj
conventional,B2,cefrj
conversation,A1,cefrj
converse,B2,cefrj
conversely,B2,cefrj
conversion,B2,cefrj
convert,B2,cefrj
convey,B1,cefrj
convict,C1,octanove
conviction,C1,octanove
convince,B1,cefrj
convinced,B2,cefrj
convoluted,C1,octanove
cook,A1,cefrj
cooker,A2,cefrj
cookie,A1,cefrj
cooking,A2,cefrj
cool,A1,cefrj
cooler,A2,cefrj
cooperate,B2,cefrj
cooperation,B2,cefrj
cooperative,B2,cefrj
cop,A1,cefrj
cope,B2,cefrj
copper,B2,cefrj
copy,A1,cefrj
copyright,B1,cefrj
coral,B2,cefrj
cordon,C2,octanove
core,B2,cefrj
corn,A1,cefrj
corner,A1,cefrj
cornerstone,B2,cefrj
cornet,B2,cefrj
corona,B2,cefrj
corporal,B2,cefrj
corporate,B2,cefrj
corporation,B2,cefrj
corps,C1,octanove
corpse,C2,octanove
corpus,C2,octanove
correct,A1,cefrj
correction,B1,cefrj
correctly,A2,cefrj
correctness,B2,cefrj
correlate,C2,octanove
correlation,C2,octanove
correspond,B2,cefrj
correspondence,B2,cefrj
correspondent,B2,cefrj
corresponding,B2,cefrj
corridor,B2,cefrj
corrupt,B2,cefrj
corruption,B2,cefrj
cosiness,B2,cefrj
cosmic,C2,octanove
cosset,C2,octanove
cost,A2,cefrj
cost-effective,C1,octanove
costly,B2,cefrj
costume,B2,cefrj
cosy,B2,cefrj
cottage,B2,cefrj
cotton,B1,cefrj
couch,A1,cefrj
cough,B1,cefrj
could,A1,cefrj
council,B1,cefrj
counsel,C2,octanove
counseling,B1,cefrj
counselling,B1,cefrj
count,A2,cefrj
counter,B1,cefrj
counterproductive,C2,octanove
counterproductively,C2,octanove
countless,B1,cefrj
country,A2,cefrj
countryman,B2,cefrj
countryside,A2,cefrj
countrywide,B2,cefrj
county,B1,cefrj
couple,A2,cefrj
coupled,C1,octanove
courage,B1,cefrj
courageous,B1,cefrj
courgette,B1,cefrj
course,A1,cefrj
court,A2,cefrj
courtesy,B2,cefrj
cousin,A1,cefrj
cover,A1,cefrj
coverage,C1,octanove
cow,A1,cefrj
coward,B2,cefrj
cowardly,B2,cefrj
coziness,B2,cefrj
cozy,B2,cefrj
crab,B2,cefrj
crack,B2,cefrj
craft,B1,cefrj
craftsman,B2,cefrj
crash,B1,cefrj
crater,B2,cefrj
crave,C1,octanove
craving,C1,octanove
crawl,B2,cefrj
crazy,A2,cefrj
cream,A1,cefrj
creamy,C1,octanove
crease,B2,cefrj
create,A2,cefrj
creation,B2,cefrj
creative,A2,cefrj
creatively,B2,cefrj
creativity,A2,cefrj
creator,B1,cefrj
creature,A2,cefrj
credential,C1,octanove
credibility,C1,octanove
credible,C1,octanove
credibly,C1,octanove
credit,A2,cefrj
creek,B2,cefrj
creepy,B2,cefrj
crew,B2,cefrj
cricket,A2,cefrj
crime,A2,cefrj
criminal,B1,cefrj
cripple,B2,cefrj
crippling,C2,octanove
crisis,B1,cefrj
crisp,A2,cefrj
criteria,C1,octanove
critic,B1,cefrj
critical,B1,cefrj
critically,B2,cefrj
criticise,A2,cefrj
criticism,B2,cefrj
criticize,A2,cefrj
crocodile,B2,cefrj
crony,C2,octanove
crop,B1,cefrj
cross,A2,cefrj
crossing,B1,cefrj
crossly,B2,cefrj
crossroads,B1,cefrj
crow,B1,cefrj
crowd,A2,cefrj
crowded,A2,cefrj
crown,A2,cefrj
crucial,B2,cefrj
crude,C1,octanove
crudely,C1,octanove
cruel,B1,cefrj
cruelly,B2,cefrj
cruelty,B2,cefrj
cruise,A2,cefrj
crumb,C1,octanove
crumble,C1,octanove
crush,B1,cefrj
cry,A1,cefrj
crystallisation,C2,octanove
crystallise,B2,cefrj
crystallization,C2,octanove
crystallize,B2,cefrj
cube,B2,cefrj
cubism,B2,cefrj
cucumber,B1,cefrj
cuff,B2,cefrj
cull,C2,octanove
culmination,B2,cefrj
cultish,C2,octanove
cultivate,B1,cefrj
cultural,B1,cefrj
culturally,B2,cefrj
culture,A1,cefrj
cup,A1,cefrj
cupboard,A2,cefrj
curate,C2,octanove
curator,C2,octanove
cure,B1,cefrj
curiosity,B1,cefrj
curious,B1,cefrj
curiously,B1,cefrj
curl,B2,cefrj
curly,B1,cefrj
currency,B1,cefrj
current,B1,cefrj
currently,B1,cefrj
curriculum,B1,cefrj
curry,A2,cefrj
curse,A2,cefrj
cursor,B2,cefrj
curtain,B1,cefrj
curve,B1,cefrj
cushion,B1,cefrj
custom,A2,cefrj
customary,C1,octanove
customer,A2,cefrj
customs,B1,cefrj
cut,A1,cefrj
cute,A1,cefrj
cv,B1,cefrj
cyberaddict,B2,cefrj
cybercafe,B2,cefrj
cybercrime,B2,cefrj
cyberpet,B2,cefrj
cyberschool,B2,cefrj
cyberspace,B2,cefrj
cycle,B1,cefrj
cycling,A2,cefrj
cyclist,B2,cefrj
cynic,C1,octanove
cynical,C1,octanove
cynically,C1,octanove
cynicism,C1,octanove
dad,A1,cefrj
daddy,A1,cefrj
daft,B2,cefrj
daily,A2,cefrj
daisy,B1,cefrj
dam,A2,cefrj
damage,B1,cefrj
damaged,B1,cefrj
damn,B2,cefrj
damp,B1,cefrj
dampen,C2,octanove
damply,C1,octanove
dance,A1,cefrj
dancer,A2,cefrj
dancing,A1,cefrj
dandelion,B2,cefrj
danger,A2,cefrj
dangerous,A2,cefrj
dangerously,B1,cefrj
dare,B1,cefrj
dark,A1,cefrj
darkness,B1,cefrj
darkroom,C1,octanove
darling,B2,cefrj
dash,B2,cefrj
data,B2,cefrj
database,B2,cefrj
date,A1,cefrj
dated,B2,cefrj
dating,B1,cefrj
daughter,A1,cefrj
daughter-in-law,B2,cefrj
daunt,C1,octanove
daunting,C1,octanove
dawn,B2,cefrj
day,A1,cefrj
daydream,C1,octanove
daylight,A2,cefrj
daytime,B2,cefrj
daze,B1,cefrj
dazzle,B1,cefrj
dead,A2,cefrj
deaden,C2,octanove
deadline,B1,cefrj
deadly,B1,cefrj
deaf,B1,cefrj
deal,A2,cefrj
dealer,B1,cefrj
dear,A1,cefrj
dearly,B2,cefrj
death,A2,cefrj
debate,A2,cefrj
debit,B2,cefrj
debris,B1,cefrj
debt,B1,cefrj
debut,C1,octanove
decade,B2,cefrj
decay,B2,cefrj
deceit,C1,octanove
deceive,B2,cefrj
december,A1,cefrj
decent,B2,cefrj
decentralise,C2,octanove
decentralize,C2,octanove
deceptive,B2,cefrj
decide,A2,cefrj
decision,B1,cefrj
decisive,B2,cefrj
deck,B2,cefrj
declaration,B1,cefrj
declare,B1,cefrj
declination,C2,octanove
decline,B1,cefrj
decomposition,B2,cefrj
decorate,B2,cefrj
decoration,B2,cefrj
decorative,B2,cefrj
decrease,B1,cefrj
dedicate,B1,cefrj
dedication,B2,cefrj
deduce,B2,cefrj
deduction,B2,cefrj
deed,B1,cefrj
deem,B2,cefrj
deep,A2,cefrj
deeply,A2,cefrj
deer,B2,cefrj
defeat,B1,cefrj
defence,B1,cefrj
defend,B1,cefrj
defender,B1,cefrj
defense,B1,cefrj
deficiency,B1,cefrj
deficient,C2,octanove
deficiently,C2,octanove
deficit,B2,cefrj
define,B1,cefrj
definite,B1,cefrj
definitely,B1,cefrj
definition,B1,cefrj
deforestation,B2,cefrj
defy,B2,cefrj
degradation,C1,octanove
degrade,C1,octanove
degrading,C1,octanove
degree,A2,cefrj
dehumanise,B2,cefrj
dehumanize,B2,cefrj
delay,A2,cefrj
delegate,B2,cefrj
delete,B1,cefrj
deliberate,B2,cefrj
deliberately,B2,cefrj
delicacy,B2,cefrj
delicate,B1,cefrj
delicately,B2,cefrj
delicatessen,C2,octanove
delicious,A1,cefrj
delight,B1,cefrj
delighted,B1,cefrj
delightful,B1,cefrj
deliver,B1,cefrj
delivery,B1,cefrj
demand,B1,cefrj
demanding,B2,cefrj
demise,C1,octanove
demo,C1,octanove
democracy,B1,cefrj
democratic,B1,cefrj
demographic,C1,octanove
demographically,C1,octanove
demography,C1,octanove
demolish,B2,cefrj
demolition,C1,octanove
demonstrate,B1,cefrj
demonstration,B1,cefrj
demystification,C2,octanove
demystify,C2,octanove
denim,B2,cefrj
denotation,C2,octanove
denote,C2,octanove
denounce,C2,octanove
dense,B2,cefrj
densely,B2,cefrj
dental,B2,cefrj
dentist,A2,cefrj
denunciation,C2,octanove
deny,B1,cefrj
depart,B1,cefrj
department,B1,cefrj
departure,B1,cefrj
depend,A2,cefrj
dependable,B2,cefrj
dependent,B1,cefrj
depict,C1,octanove
depiction,C1,octanove
deposit,B1,cefrj
depraved,C2,octanove
depravity,C2,octanove
deprecate,C2,octanove
deprecatingly,C2,octanove
depressed,B1,cefrj
depressing,B1,cefrj
depression,B1,cefrj
depressive,C2,octanove
deprivation,C1,octanove
deprive,B1,cefrj
depth,B1,cefrj
deputy,B2,cefrj
derelict,C2,octanove
derision,C2,octanove
derisive,C2,octanove
derisively,C2,octanove
derive,B1,cefrj
descend,B2,cefrj
descent,C1,octanove
describe,A1,cefrj
description,A2,cefrj
descriptive,B2,cefrj
desert,A2,cefrj
desertion,C1,octanove
deserve,B1,cefrj
design,A1,cefrj
designer,B1,cefrj
desirable,B2,cefrj
desire,B1,cefrj
desk,A1,cefrj
desktop,B2,cefrj
desolation,B2,cefrj
despair,B1,cefrj
desperate,B1,cefrj
desperately,B2,cefrj
desperation,B2,cefrj
despise,B2,cefrj
despite,B1,cefrj
dessert,A2,cefrj
destination,B1,cefrj
destiny,B2,cefrj
destroy,A2,cefrj
destruction,B1,cefrj
destructive,B1,cefrj
detach,B2,cefrj
detachment,B2,cefrj
detail,A2,cefrj
detailed,B2,cefrj
detect,B2,cefrj
detective,B1,cefrj
determination,B1,cefrj
determine,B1,cefrj
determined,B2,cefrj
determiner,B2,cefrj
deterrent,C2,octanove
detest,C1,octanove
detestable,C1,octanove
detract,C2,octanove
detriment,C1,octanove
detrimental,C1,octanove
detrimentally,C1,octanove
detritus,C1,octanove
devastate,B1,cefrj
devastating,B1,cefrj
develop,A2,cefrj
developed,A2,cefrj
developing,B2,cefrj
development,B1,cefrj
deviant,C2,octanove
deviantly,C2,octanove
device,B1,cefrj
devil,B2,cefrj
devote,B2,cefrj
devoted,B2,cefrj
devotee,C1,octanove
devotion,B1,cefrj
diagram,B1,cefrj
dial,B1,cefrj
dialog,B1,cefrj
dialogue,B1,cefrj
diameter,B1,cefrj
diamond,A2,cefrj
diaper,B1,cefrj
diarrhea,B2,cefrj
diarrhoea,B2,cefrj
diary,A2,cefrj
dictator,B2,cefrj
dictionary,A1,cefrj
did,A1,cefrj
die,A2,cefrj
diet,A2,cefrj
differ,B1,cefrj
difference,A1,cefrj
different,A1,cefrj
differently,A2,cefrj
difficult,A1,cefrj
difficulty,A2,cefrj
diffuse,C2,octanove
dig,A1,cefrj
digest,B2,cefrj
digital,B1,cefrj
digitalisation,C1,octanove
digitalise,C1,octanove
digitalization,C1,octanove
digitalize,C1,octanove
dignify,B2,cefrj
dignity,B2,cefrj
dilemma,B2,cefrj
diligence,B1,cefrj
diligent,B1,cefrj
diligently,C2,octanove
dim,B2,cefrj
dime,B2,cefrj
dimension,B2,cefrj
diminish,C2,octanove
dinner,A1,cefrj
dinosaur,A2,cefrj
dioxide,B1,cefrj
dip,B2,cefrj
diphtheria,B2,cefrj
diploma,B2,cefrj
diplomat,B2,cefrj
direct,A2,cefrj
direction,A2,cefrj
directly,B1,cefrj
director,A2,cefrj
dirt,B1,cefrj
dirty,A1,cefrj
disability,B1,cefrj
disable,B1,cefrj
disabled,B1,cefrj
disadvantage,A2,cefrj
disagree,A2,cefrj
disagreement,B1,cefrj
disappear,A2,cefrj
disappearance,B2,cefrj
disappoint,B1,cefrj
disappointed,A2,cefrj
disappointing,A2,cefrj
disappointment,B1,cefrj
disapproval,B2,cefrj
disapprove,B2,cefrj
disaster,B1,cefrj
disastrous,B1,cefrj
disc,B1,cefrj
discard,C1,octanove
discharge,B2,cefrj
disciple,B2,cefrj
discipline,B2,cefrj
disco,A2,cefrj
discomfort,B1,cefrj
disconnect,B2,cefrj
discount,B1,cefrj
discourage,B1,cefrj
discourse,C1,octanove
discover,A2,cefrj
discovery,B1,cefrj
discredit,B2,cefrj
discriminate,B2,cefrj
discrimination,B1,cefrj
discuss,A1,cefrj
discussion,A2,cefrj
disdain,C1,octanove
disdainful,C2,octanove
disease,B1,cefrj
disgrace,B2,cefrj
disguise,B2,cefrj
disgusting,B1,cefrj
dish,A1,cefrj
dishonest,A2,cefrj
dishonesty,B2,cefrj
dishwasher,B1,cefrj
disillusion,B2,cefrj
disillusionment,C1,octanove
disk,B1,cefrj
dislike,A2,cefrj
dislodge,C1,octanove
dismal,C1,octanove
dismally,C1,octanove
dismay,C1,octanove
dismiss,B2,cefrj
disorder,B2,cefrj
disorderly,B2,cefrj
disorganised,B2,cefrj
disorganized,B2,cefrj
disparage,C2,octanove
disparagement,C2,octanove
disparaging,C2,octanove
disparagingly,C2,octanove
dispensable,B2,cefrj
dispensary,C1,octanove
dispense,C1,octanove
dispersal,C2,octanove
disperse,C2,octanove
displace,B2,cefrj
display,A2,cefrj
displeasure,B2,cefrj
disposal,B2,cefrj
disposition,B2,cefrj
dispute,B2,cefrj
disqualify,B2,cefrj
disquieting,C1,octanove
disregard,B2,cefrj
disrupt,B2,cefrj
dissatisfaction,B2,cefrj
dissatisfied,B2,cefrj
dissect,C1,octanove
dissection,C1,octanove
dissemble,C2,octanove
disseminate,C2,octanove
dissemination,C2,octanove
dissension,C2,octanove
dissident,B2,cefrj
dissolve,B1,cefrj
distance,B1,cefrj
distant,B1,cefrj
distill,C2,octanove
distillation,C2,octanove
distinction,B1,cefrj
distinctly,B1,cefrj
distinguish,B1,cefrj
distinguished,B2,cefrj
distortion,B2,cefrj
distract,B2,cefrj
distraction,B2,cefrj
distressing,B2,cefrj
distribute,B1,cefrj
distribution,B1,cefrj
distributor,B2,cefrj
district,B1,cefrj
disturb,A2,cefrj
disturbance,B1,cefrj
dither,C1,octanove
dive,B1,cefrj
diver,B1,cefrj
diverge,C1,octanove
divergence,C1,octanove
divergent,C1,octanove
diverse,B1,cefrj
diversion,B2,cefrj
diversity,C1,octanove
divert,B2,cefrj
divide,A2,cefrj
divided,B2,cefrj
divination,C2,octanove
divine,B1,cefrj
diving,B1,cefrj
division,B2,cefrj
divorce,B2,cefrj
divorced,B1,cefrj
dizzy,A2,cefrj
dj,B1,cefrj
dna,B2,cefrj
do,A1,cefrj
doc,B1,cefrj
docile,C1,octanove
docilely,C1,octanove
dock,B2,cefrj
doctor,A1,cefrj
document,B1,cefrj
documentary,B1,cefrj
does,A1,cefrj
dog,A1,cefrj
doing,A1,cefrj
doll,A1,cefrj
dollar,A1,cefrj
dolphin,B1,cefrj
domestic,B2,cefrj
domestically,C1,octanove
domesticate,C1,octanove
domestication,C1,octanove
domesticity,C2,octanove
dominant,C1,octanove
dominantly,C1,octanove
dominate,B2,cefrj
domination,C1,octanove
donate,B2,cefrj
donation,B2,cefrj
done,A2,cefrj
donkey,B2,cefrj
doom,B2,cefrj
door,A1,cefrj
doorkeeper,B2,cefrj
doorway,B2,cefrj
dorm,B2,cefrj
dormitory,B2,cefrj
dose,B2,cefrj
dot,B1,cefrj
double,A2,cefrj
doubly,B2,cefrj
doubt,A2,cefrj
doubtful,B2,cefrj
dove,B2,cefrj
down,A1,cefrj
downfall,B2,cefrj
download,A2,cefrj
downsize,B2,cefrj
downstairs,A2,cefrj
downtown,A2,cefrj
downward,B1,cefrj
dowry,B2,cefrj
doze,B1,cefrj
dozen,B1,cefrj
dr,A1,cefrj
drabness,C2,octanove
draft,B2,cefrj
drag,B1,cefrj
drain,B2,cefrj
drama,A1,cefrj
dramatic,B1,cefrj
dramatically,B2,cefrj
dramatist,C1,octanove
drapery,B2,cefrj
draught,B2,cefrj
draw,A1,cefrj
drawback,C1,octanove
drawer,A2,cefrj
drawing,A2,cefrj
dread,B2,cefrj
dreadful,B2,cefrj
dream,A1,cefrj
dreamy,B2,cefrj
dress,A1,cefrj
dressed,A2,cefrj
dribble,C2,octanove
drill,A2,cefrj
drink,A1,cefrj
drinkable,B2,cefrj
drive,A1,cefrj
driver,A1,cefrj
droop,B2,cefrj
drop,A1,cefrj
dropout,B2,cefrj
drought,B2,cefrj
drown,B1,cefrj
drudgery,C2,octanove
drug,A2,cefrj
drugstore,A2,cefrj
drum,A1,cefrj
drunk,B1,cefrj
dry,A1,cefrj
dubiously,C2,octanove
duck,A2,cefrj
dude,B1,cefrj
due,A1,cefrj
duel,B2,cefrj
dull,B1,cefrj
dumb,B2,cefrj
dump,B1,cefrj
duplicate,B2,cefrj
duplication,B2,cefrj
durable,C1,octanove
duration,C1,octanove
during,A2,cefrj
dust,A2,cefrj
dustbin,B1,cefrj
dusty,B1,cefrj
dutiful,C1,octanove
dutifully,C1,octanove
duty,B1,cefrj
duty-free,B1,cefrj
duvet,B1,cefrj
dvd,A1,cefrj
dwarf,B2,cefrj
dwarfism,C2,octanove
dye,B2,cefrj
dynamic,B2,cefrj
dynamically,C1,octanove
dynasty,B1,cefrj
e-mail,A1,cefrj
each,A1,cefrj
eager,B1,cefrj
eagerly,B2,cefrj
eagerness,B1,cefrj
